Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,29.510000,29.690001,25.360001,25.650000,25.650000,27541600
2020-04-02,25.240000,26.090000,23.000000,23.420000,23.420000,25212800
2020-04-03,24.219999,24.940001,21.559999,22.889999,22.889999,28350300
2020-04-06,23.900000,24.799999,21.799999,24.020000,24.020000,32386700
2020-04-07,28.200001,28.690001,23.719999,24.480000,24.480000,43809300
2020-04-08,25.650000,27.540001,24.510000,27.510000,27.510000,32390300
2020-04-09,29.920000,34.040001,29.570000,31.500000,31.500000,54118500
2020-04-13,32.630001,32.700001,27.590000,28.910000,28.910000,36493700
2020-04-14,30.520000,32.209999,30.379999,30.900000,30.900000,28650600
2020-04-15,31.969999,32.599998,29.879999,31.860001,31.860001,46775200
2020-04-16,30.350000,30.490000,27.920000,28.209999,28.209999,44795600
2020-04-17,29.900000,30.110001,28.860001,29.080000,29.080000,26829600
2020-04-20,27.930000,28.670000,26.690001,27.790001,27.790001,37042200
2020-04-21,27.010000,28.360001,26.760000,27.879999,27.879999,28293200
2020-04-22,27.299999,27.660000,25.010000,25.879999,25.879999,90730600
2020-04-23,26.000000,26.559999,25.660000,25.719999,25.719999,35812500
2020-04-24,25.920000,26.150000,24.670000,25.559999,25.559999,34850700
2020-04-27,25.990000,26.340000,24.870001,25.000000,25.000000,35980000
2020-04-28,25.860001,28.430000,25.500000,27.840000,27.840000,59812100
2020-04-29,29.580000,31.840000,29.490000,31.209999,31.209999,52643500
2020-04-30,29.660000,31.070000,28.320000,29.580000,29.580000,44641900
2020-05-01,28.100000,29.250000,26.129999,26.620001,26.620001,47710300
2020-05-04,23.910000,25.559999,22.760000,25.260000,25.260000,63152400
2020-05-05,26.040001,26.350000,23.980000,24.120001,24.120001,35651700
2020-05-06,23.959999,24.350000,22.389999,22.910000,22.910000,43355300
2020-05-07,22.959999,24.450001,22.450001,22.750000,22.750000,44179300
2020-05-08,23.580000,25.440001,23.320000,25.420000,25.420000,55613200
2020-05-11,24.500000,24.639999,23.459999,23.969999,23.969999,47362000
2020-05-12,23.950001,24.459999,22.740000,22.760000,22.760000,40420900
2020-05-13,22.510000,22.639999,20.330000,20.709999,20.709999,59007900
2020-05-14,19.719999,20.430000,18.180000,20.299999,20.299999,74107800
2020-05-15,19.670000,20.959999,19.280001,19.920000,19.920000,39808000
2020-05-18,21.790001,24.260000,21.459999,24.129999,24.129999,72914800
2020-05-19,25.620001,25.670000,23.330000,23.680000,23.680000,81388000
2020-05-20,24.379999,25.389999,24.299999,24.910000,24.910000,56272000
2020-05-21,25.090000,26.580000,25.000000,25.840000,25.840000,53737300
2020-05-22,26.379999,26.580000,24.670000,25.400000,25.400000,45062100
2020-05-26,27.480000,29.879999,27.450001,29.540001,29.540001,88220700
2020-05-27,32.250000,32.750000,28.540001,30.690001,30.690001,89323200
2020-05-28,30.000000,30.000000,28.530001,28.889999,28.889999,57057500
2020-05-29,27.110001,28.879999,26.650000,28.040001,28.040001,64483600
